ga,version,repository,tag_name,tag_commit,err
org.apache.maven.plugins:maven-dependency-plugin,3.6.0,,,,NO_GITHUB
org.apache.maven.plugins:maven-dependency-plugin,3.6.1,,,,NO_GITHUB
org.apache.maven.plugins:maven-deploy-plugin,3.1.1,,,,NO_GITHUB
org.apache.maven.plugins:maven-deploy-plugin,3.1.2,,,,NO_GITHUB
org.apache.maven.plugins:maven-enforcer-plugin,3.2.1,,,,NO_GITHUB
org.apache.maven.plugins:maven-enforcer-plugin,3.3.0,,,,NO_GITHUB
org.apache.maven.plugins:maven-enforcer-plugin,3.4.0,,,,NO_GITHUB
org.apache.maven.plugins:maven-enforcer-plugin,3.4.1,,,,NO_GITHUB
org.apache.maven.plugins:maven-failsafe-plugin,3.1.2,,,,NO_GITHUB
org.apache.maven.plugins:maven-failsafe-plugin,3.2.1,,,,NO_GITHUB
org.apache.maven.plugins:maven-failsafe-plugin,3.2.2,,,,NO_GITHUB
org.apache.maven.plugins:maven-failsafe-plugin,3.2.3,,,,NO_GITHUB
org.apache.maven.plugins:maven-failsafe-plugin,3.2.5,,,,NO_GITHUB
org.apache.maven.plugins:maven-gpg-plugin,3.1.0,,,,NO_GITHUB
org.apache.maven.plugins:maven-gpg-plugin,3.2.0,,,,NO_GITHUB
org.apache.maven.plugins:maven-gpg-plugin,3.2.1,,,,NO_GITHUB
org.apache.maven.plugins:maven-gpg-plugin,3.2.2,,,,NO_GITHUB
org.apache.maven.plugins:maven-gpg-plugin,3.2.3,,,,NO_GITHUB
org.apache.maven.plugins:maven-gpg-plugin,3.2.4,,,,NO_GITHUB
org.apache.maven.plugins:maven-install-plugin,3.1.1,,,,NO_GITHUB
org.apache.maven.plugins:maven-install-plugin,3.1.2,,,,NO_GITHUB
org.apache.maven.plugins:maven-jar-plugin,3.1.0,,,,NO_GITHUB
org.apache.maven.plugins:maven-jar-plugin,3.3.0,,,,NO_GITHUB
org.apache.maven.plugins:maven-jar-plugin,3.4.0,,,,NO_GITHUB
org.apache.maven.plugins:maven-jar-plugin,3.4.1,,,,NO_GITHUB
org.apache.maven.plugins:maven-javadoc-plugin,3.5.0,,,,NO_GITHUB
org.apache.maven.plugins:maven-javadoc-plugin,3.6.0,,,,NO_GITHUB
org.apache.maven.plugins:maven-javadoc-plugin,3.6.2,,,,NO_GITHUB
org.apache.maven.plugins:maven-javadoc-plugin,3.6.3,,,,NO_GITHUB
org.apache.maven.plugins:maven-plugin-plugin,3.10.2,,,,NO_GITHUB
org.apache.maven.plugins:maven-plugin-plugin,3.11.0,,,,NO_GITHUB
org.apache.maven.plugins:maven-scm-plugin,2.0.1,,,,NO_GITHUB
org.apache.maven.plugins:maven-scm-plugin,2.1.0,,,,NO_GITHUB
org.apache.maven.plugins:maven-shade-plugin,3.5.0,,,,NO_GITHUB
org.apache.maven.plugins:maven-shade-plugin,3.5.1,,,,NO_GITHUB
org.apache.maven.plugins:maven-shade-plugin,3.5.2,,,,NO_GITHUB
org.apache.maven.plugins:maven-shade-plugin,3.5.3,,,,NO_GITHUB
org.apache.maven.plugins:maven-source-plugin,3.3.0,,,,NO_GITHUB
org.apache.maven.plugins:maven-source-plugin,3.3.1,,,,NO_GITHUB
org.apache.maven.plugins:maven-surefire-plugin,3.0.0,,,,NO_GITHUB
org.apache.maven.plugins:maven-surefire-plugin,3.1.0,,,,NO_GITHUB
org.apache.maven.plugins:maven-surefire-plugin,3.1.2,,,,NO_GITHUB
org.apache.maven.plugins:maven-surefire-plugin,3.2.1,,,,NO_GITHUB
org.apache.maven.plugins:maven-surefire-plugin,3.2.2,,,,NO_GITHUB
org.apache.maven.plugins:maven-surefire-plugin,3.2.3,,,,NO_GITHUB
org.apache.maven.plugins:maven-surefire-plugin,3.2.5,,,,NO_GITHUB
org.apache.maven.plugins:maven-surefire-report-plugin,3.1.2,,,,NO_GITHUB
org.apache.maven.plugins:maven-surefire-report-plugin,3.2.1,,,,NO_GITHUB
org.apache.maven.plugins:maven-surefire-report-plugin,3.2.2,,,,NO_GITHUB
org.apache.maven.plugins:maven-surefire-report-plugin,3.2.3,,,,NO_GITHUB
org.apache.maven.plugins:maven-surefire-report-plugin,3.2.5,,,,NO_GITHUB
org.apache.maven.resolver:maven-resolver-api,1.9.18,,,,NO_GITHUB
org.apache.maven.resolver:maven-resolver-api,1.9.20,,,,NO_GITHUB
org.assertj:assertj-core,3.24.2,,,,NO_GITHUB
org.assertj:assertj-core,3.25.0,,,,NO_GITHUB
org.assertj:assertj-core,3.25.1,assertj/assertj,assertj-build-3.25.1,65f6433d26f74795434ac2ef2118cd5cec7c1be4,
org.assertj:assertj-core,3.25.2,assertj/assertj,assertj-build-3.25.2,96ef63e2772937a8f448b7824750f5cce145988a,
org.assertj:assertj-core,3.25.3,assertj/assertj,assertj-build-3.25.3,cd72df8cf56e2b7dc6f560cc1066c3643920fe7f,
org.awaitility:awaitility,4.2.0,awaitility/awaitility,awaitility-4.2.0,b5d82b703caa88b2ddc2ae0d06020c286d023a79,
org.awaitility:awaitility,4.2.1,awaitility/awaitility,awaitility-4.2.1,ff13b724c45853c3becbec988a1447ac2508762d,
org.bouncycastle:bcprov-jdk18on,1.78,,,,NO_GITHUB
org.bouncycastle:bcprov-jdk18on,1.78.1,,,,NO_GITHUB
org.codehaus.cargo:cargo-maven3-plugin,1.10.11,,,,NO_GITHUB
org.codehaus.cargo:cargo-maven3-plugin,1.10.12,,,,NO_GITHUB
org.codehaus.cargo:cargo-maven3-plugin,1.10.13,,,,NO_GITHUB
org.codehaus.groovy:groovy,3.0.18,apache/groovy,GROOVY_3_0_18,07d4af6e4d3e5fbed2cf67ae0058bdcf83042e7f,
org.codehaus.groovy:groovy,3.0.19,apache/groovy,GROOVY_3_0_19,1040cabcefe8e0776ca2d87e7a3f0ee2840dbf68,
org.codehaus.janino:commons-compiler,3.1.11,janino-compiler/janino,v3.1.11,7b69754847b87b7f55fb2bddc6380f61c804ce4a,
org.codehaus.janino:commons-compiler,3.1.12,janino-compiler/janino,v3.1.12,bc44da6fc90340221de28a68d2a71603358e5104,
org.codehaus.janino:janino,3.1.11,janino-compiler/janino,v3.1.11,7b69754847b87b7f55fb2bddc6380f61c804ce4a,
org.codehaus.janino:janino,3.1.12,janino-compiler/janino,v3.1.12,bc44da6fc90340221de28a68d2a71603358e5104,
org.codehaus.mojo:animal-sniffer-annotations,1.20,mojohaus/animal-sniffer,animal-sniffer-parent-1.20,a69b280569ff52694cb2cec65b907b85ee41c517,
org.codehaus.mojo:animal-sniffer-annotations,1.23,mojohaus/animal-sniffer,1.23,bae24234f6611b434d250ef47bbba101f3f2781b,
org.codehaus.mojo:flatten-maven-plugin,1.4.1,mojohaus/flatten-maven-plugin,1.4.1,f315832a7bc8d71200ad1df8b001c45952b46a2c,
org.codehaus.mojo:flatten-maven-plugin,1.5.0,mojohaus/flatten-maven-plugin,1.5.0,632d94d3f12e56cf560adb60a579de2e56f29c88,
org.codehaus.mojo:versions-maven-plugin,2.16.1,mojohaus/versions,2.16.1,a7e6cdb8dc5b7b59e274957a0cf4b7255fee6650,
org.codehaus.mojo:versions-maven-plugin,2.16.2,mojohaus/versions,2.16.2,6b33fbc5eb2d57a25a5bbc2606afb565f4b1998b,
org.codehaus.plexus:plexus-archiver,4.8.0,codehaus-plexus/plexus-archiver,plexus-archiver-4.8.0,0333ef8a42cf9ba66941cf73e8d35b7aa5faa342,
org.codehaus.plexus:plexus-archiver,4.9.1,codehaus-plexus/plexus-archiver,plexus-archiver-4.9.1,fb02b02a78d4adecef4e32f304f9f6d3ab7b9861,
org.codehaus.plexus:plexus-archiver,4.9.2,codehaus-plexus/plexus-archiver,plexus-archiver-4.9.2,30e3a058ff1a68ad934c105e097a137e05743111,
org.codehaus.plexus:plexus-classworlds,2.7.0,codehaus-plexus/plexus-classworlds,plexus-classworlds-2.7.0,6419d5d0155e369c38fcc5ee695268c399c40ef7,
org.codehaus.plexus:plexus-classworlds,2.8.0,codehaus-plexus/plexus-classworlds,plexus-classworlds-2.8.0,fc454e40c98c7122338a35733d8d00eee4e0eefb,
org.codehaus.plexus:plexus-component-annotations,1.7.1,codehaus-plexus/plexus-containers,plexus-containers-1.7.1,e2e7ba5ee302414c88254843e1f8d7fba8497dc6,
org.codehaus.plexus:plexus-component-annotations,2.1.1,codehaus-plexus/plexus-containers,plexus-containers-2.1.1,3b0a8d5fd086e3f74ccdeecaac9cd63e44047e91,
org.codehaus.plexus:plexus-component-annotations,2.2.0,codehaus-plexus/plexus-containers,plexus-containers-2.2.0,2b1502b4cf2e6c2ecd381f515c38bfe335d4e3bb,
org.codehaus.plexus:plexus-io,3.4.1,codehaus-plexus/plexus-io,plexus-io-3.4.1,40cb5c31ae61318352eebb97141cfc4d3996251a,
org.codehaus.plexus:plexus-io,3.4.2,codehaus-plexus/plexus-io,plexus-io-3.4.2,f4a7838b46e24814b1bad5a069d46627056c33f1,
org.codehaus.plexus:plexus-utils,4.0.0,codehaus-plexus/plexus-utils,plexus-utils-4.0.0,0803079106d268c234271ef6ddfce7e35f6def5a,
org.codehaus.plexus:plexus-utils,4.0.1,codehaus-plexus/plexus-utils,plexus-utils-4.0.1,31ef81812095709ebbfa0e4b707e1c3ad00a51e5,
org.commonmark:commonmark,0.20.0,commonmark/commonmark-java,commonmark-parent-0.20.0,fcad995248e1b4c6e607656daaf2d6263270e9e7,
org.commonmark:commonmark,0.21.0,commonmark/commonmark-java,commonmark-parent-0.21.0,db8469c78cdbec6a5cb0375e5fce4844d9ad57d7,
org.datanucleus:datanucleus-maven-plugin,5.2.1,,,,NO_GITHUB
org.datanucleus:datanucleus-maven-plugin,6.0.0-release,,,,NO_GITHUB
org.eclipse.persistence:eclipselink,2.7.13,eclipse-ee4j/eclipselink,2.7.13,7ffb888abf7c1737d7efa364eb44d5d55ddb047b,
org.eclipse.persistence:eclipselink,2.7.14,eclipse-ee4j/eclipselink,2.7.14,d05cebc9b0e0d56c7ef17a46cd877850afcb7de4,
org.elasticsearch.client:elasticsearch-rest-high-level-client,7.17.15,elastic/elasticsearch,v7.17.15,0b8ecfb4378335f4689c4223d1f1115f16bef3ba,
org.elasticsearch.client:elasticsearch-rest-high-level-client,7.17.16,elastic/elasticsearch,v7.17.16,2b23fa076334f8d4651aeebe458a955a2ae23218,
org.elasticsearch.client:elasticsearch-rest-high-level-client,7.17.17,elastic/elasticsearch,v7.17.17,aba4da413a368e296dfc64fb20897334d0340aa1,
org.firebirdsql.jdbc:jaybird,4.0.6.java8,FirebirdSQL/jaybird,v4.0.6,cd12c4071b4808d26cb1c459400f8e6bab751b0b,
org.firebirdsql.jdbc:jaybird,5.0.2.java8,FirebirdSQL/jaybird,v5.0.2,031e369708feb4ec0f7bf8e4c7b74e787f7abe85,
org.firebirdsql.jdbc:jaybird,5.0.3.java11,FirebirdSQL/jaybird,v5.0.3,c4ff5aa9421f08b5a2afa492739b28356229f371,
org.firebirdsql.jdbc:jaybird,5.0.3.java8,FirebirdSQL/jaybird,v5.0.3,c4ff5aa9421f08b5a2afa492739b28356229f371,
org.firebirdsql.jdbc:jaybird,5.0.4.java11,FirebirdSQL/jaybird,v5.0.4,0d27a291c716286557747519495803a1f2506f61,
org.flywaydb:flyway-mysql,10.1.0,,,,NO_GITHUB
org.flywaydb:flyway-mysql,9.20.0,,,,NO_GITHUB
org.furyio:fury-core,0.1.1,apache/incubator-fury,v0.1.1,6b54cf7dff8fec691b16ec3531257077037c678e,
org.furyio:fury-core,0.1.2,apache/incubator-fury,v0.1.2,0e6152199bdeff95d1f03a5b607269a020cb926d,
org.gaul:modernizer-maven-plugin,2.6.0,gaul/modernizer-maven-plugin,modernizer-maven-plugin-2.6.0,0eaf84f416a89b8c2f6328e891929f8a3590a78a,
org.gaul:modernizer-maven-plugin,2.7.0,gaul/modernizer-maven-plugin,modernizer-maven-plugin-2.7.0,95e6c6296ec7544925113b8e65b53d52f9162f40,
org.gaul:modernizer-maven-plugin,2.8.0,gaul/modernizer-maven-plugin,modernizer-maven-plugin-2.8.0,fe0509f227162c31c7a3697da15339c5ef98b84d,
org.gitlab4j:gitlab4j-api,5.3.0,gitlab4j/gitlab4j-api,gitlab4j-api-5.3.0,a45fc12eb597dda20e84c21611fb4139fbc5d6be,
org.gitlab4j:gitlab4j-api,5.4.0,gitlab4j/gitlab4j-api,gitlab4j-api-5.4.0,793146e2867ea036b1d5454bd31b3287f8fb34c5,
org.glassfish.jaxb:jaxb-runtime,4.0.3,,,,NO_GITHUB
org.glassfish.jaxb:jaxb-runtime,4.0.4,,,,NO_GITHUB
org.glassfish.jaxb:jaxb-runtime,4.0.5,,,,NO_GITHUB
org.hibernate.orm:hibernate-micrometer,6.3.0.Final,hibernate/hibernate-orm,6.3.0,a4bebd7e0dd638a4bf5971198d3ae11c87cd95d5,
org.hibernate.orm:hibernate-micrometer,6.3.1.Final,hibernate/hibernate-orm,6.3.1,1c5bdd51514c5b72195be7187d185f5406f65e24,
org.hibernate:hibernate-search-orm,5.11.12.Final,hibernate/hibernate-search,5.11.12.Final,db66403bdd5ff275073c294466a03bb4a06d5d05,
org.hibernate:hibernate-search-orm,5.11.9.Final,hibernate/hibernate-search,5.11.9.Final,b2843ce71bdabb9e78d9da36f58edd905b91483c,
org.jacoco:jacoco-maven-plugin,0.8.10,jacoco/jacoco,v0.8.10,8ea9668fa0272a6649e031f580c04ede04a7f17c,
org.jacoco:jacoco-maven-plugin,0.8.11,jacoco/jacoco,v0.8.11,f33756c37f1e41041d84018047b14cb394742761,
org.jacoco:jacoco-maven-plugin,0.8.12,jacoco/jacoco,v0.8.12,dbfb6f2ad904158b5b40a93fea222e263aeaf9ab,
org.jacoco:jacoco-maven-plugin,0.8.7,jacoco/jacoco,v0.8.7,d19ea595a67af6f16d76b49ccdc12858c3570298,
org.jacoco:jacoco-maven-plugin,0.8.8,jacoco/jacoco,v0.8.8,5dcf34ad180c125ee3214437b0ca4f9b7b6258fc,
org.javassist:javassist,3.29.2-GA,jboss-javassist/javassist,,,NO_TAG
org.javassist:javassist,3.30.1-GA,jboss-javassist/javassist,,,NO_TAG
org.javassist:javassist,3.30.2-GA,jboss-javassist/javassist,,,NO_TAG
org.javers:javers-core,7.3.5,javers/javers,javers-7.3.5,6633d3104d0b618b09af3d11eb27d3155f42ee0b,
org.javers:javers-core,7.3.6,javers/javers,javers-7.3.6,b263ea883c148b50c4f6dfb591b2241a88ea591c,
org.javers:javers-core,7.3.7,javers/javers,javers-7.3.7,37a7e7e8a9553920839631b40187236dbea50070,
org.javers:javers-core,7.3.8,javers/javers,javers-7.3.8,e4e653ee550d4b92bc2227ee34b1fbd8ef4935ad,
org.javers:javers-core,7.4.0,javers/javers,javers-7.4.0,ca61c358e563be3168dd7c9fa69a07a96c35f20e,
org.javers:javers-core,7.4.1,javers/javers,javers-7.4.1,0e7ba7a7d52597c55e9ef63d4389f7c39e7f51ed,
org.javers:javers-core,7.4.2,javers/javers,javers-7.4.2,54f86e4ac99f723970dc8caec4d2cdab1c864b6d,
org.jboss.logging:jboss-logging,3.4.2.Final,jboss-logging/jboss-logging,3.4.2.Final,8d42b4ed170fd961f32663fc4b4816ba4a44d93c,
org.jboss.logging:jboss-logging,3.5.3.Final,jboss-logging/jboss-logging,3.5.3.Final,c649ff885faa9d6ea662e5af9aed7020d2ceb3a9,
org.jboss.remoting:jboss-remoting,5.0.27.Final,jboss/jboss-parent-pom,,,NO_TAG
org.jboss.remoting:jboss-remoting,5.0.28.Final,jboss/jboss-parent-pom,,,NO_TAG
org.jetbrains.dokka:dokka-maven-plugin,1.8.10,Kotlin/dokka,v1.8.10,775377625994339aff47b078013f60f518d22919,
org.jetbrains.dokka:dokka-maven-plugin,1.8.20,Kotlin/dokka,v1.8.20,3cfc50dbbac369e5827c41be643298865dccf780,
org.jetbrains.dokka:dokka-maven-plugin,1.9.0,Kotlin/dokka,v1.9.0,ff75c0004d3da5b2e1f88d0d0aaf33d570da2dee,
org.jetbrains.dokka:dokka-maven-plugin,1.9.10,Kotlin/dokka,v1.9.10,78f9c9278af2e7938505521d3088755ca69afd6f,
org.jetbrains.dokka:dokka-maven-plugin,1.9.20,Kotlin/dokka,v1.9.20,cea2574021b720728bb79d9388480aa7c54f0dc1,
org.jetbrains:annotations,21.0.1,JetBrains/java-annotations,21.0.1,b3c1cd7e09e8dba82a1afa5d7a655bf9e23f1562,
org.jetbrains:annotations,24.0.1,JetBrains/java-annotations,24.0.1,784429a1111930d51904cf8dcf4259f077d6bc7f,
org.jetbrains:annotations,24.1.0,JetBrains/java-annotations,24.1.0,b41de54f50e463211c71435c0fd86edeb9e3a152,
org.jline:jline-reader,3.23.0,jline/jline3,jline-parent-3.23.0,cc57d0bab938742459e414400e4241ef261edcbe,
org.jline:jline-reader,3.24.0,jline/jline3,jline-parent-3.24.0,0a04e11d4afdd7318fff93a0750c81840719a3f1,
org.jline:jline-reader,3.24.1,jline/jline3,jline-parent-3.24.1,05669e14bd1b376aff4ec40a007569e47843d8c1,
org.jline:jline-terminal,3.24.0,jline/jline3,jline-parent-3.24.0,0a04e11d4afdd7318fff93a0750c81840719a3f1,
org.jline:jline-terminal,3.24.1,jline/jline3,jline-parent-3.24.1,05669e14bd1b376aff4ec40a007569e47843d8c1,
org.joda:joda-money,1.0.1,,,,NO_GITHUB
org.joda:joda-money,1.0.4,JodaOrg/joda-money,v1.0.4,d47efe0d6ac699f5d976147cef62748d34914444,
org.json:json,20230618,stleary/JSON-java,20230618,a963115ac2527dee688f54f7c1150d6f25b887c1,
org.json:json,20231013,stleary/JSON-java,20231013,f346203cd663bb680cad0d5894e7c147e36f31cd,
org.json:json,20240205,stleary/JSON-java,20240205,010e83b925642a654bd02a90fdddc26222e425f0,
org.json:json,20240303,stleary/JSON-java,20240303,f9b5587c87aaf02e4a5ed1991d48d6c05993624a,
org.jsoup:jsoup,1.17.1,jhy/jsoup,jsoup-1.17.1,8eecef379d5c5af27a9a438fdfce82460e44f08b,
org.jsoup:jsoup,1.17.2,jhy/jsoup,jsoup-1.17.2,9dec1baba5b3d0fa11268c95630b391f9de664ad,
org.junit.jupiter:junit-jupiter,5.10.0,junit-team/junit5,r5.10.0,7f619ca7ac9ecd1b20cc01c44a4df98f5fb67804,
org.junit.jupiter:junit-jupiter,5.10.1,junit-team/junit5,r5.10.1,e5f50d8720741623915979ac154b65bcbcd6a577,
org.junit.jupiter:junit-jupiter,5.10.2,junit-team/junit5,r5.10.2,4c0dddad1b96d4a20e92a2cd583954643ac56ac0,
org.junit.jupiter:junit-jupiter,5.9.3,junit-team/junit5,r5.9.3,bd7d03f517dfca3730fbd123c5fd4d4b70930129,
org.junit.jupiter:junit-jupiter-api,5.10.0,junit-team/junit5,r5.10.0,7f619ca7ac9ecd1b20cc01c44a4df98f5fb67804,
org.junit.jupiter:junit-jupiter-api,5.10.1,junit-team/junit5,r5.10.1,e5f50d8720741623915979ac154b65bcbcd6a577,
org.junit.jupiter:junit-jupiter-api,5.10.2,junit-team/junit5,r5.10.2,4c0dddad1b96d4a20e92a2cd583954643ac56ac0,
org.junit.jupiter:junit-jupiter-engine,5.10.0,junit-team/junit5,r5.10.0,7f619ca7ac9ecd1b20cc01c44a4df98f5fb67804,
org.junit.jupiter:junit-jupiter-engine,5.10.1,junit-team/junit5,r5.10.1,e5f50d8720741623915979ac154b65bcbcd6a577,
org.junit.jupiter:junit-jupiter-engine,5.10.2,junit-team/junit5,r5.10.2,4c0dddad1b96d4a20e92a2cd583954643ac56ac0,
org.junit.jupiter:junit-jupiter-params,5.10.1,junit-team/junit5,r5.10.1,e5f50d8720741623915979ac154b65bcbcd6a577,
org.junit.jupiter:junit-jupiter-params,5.10.2,junit-team/junit5,r5.10.2,4c0dddad1b96d4a20e92a2cd583954643ac56ac0,
org.junit.platform:junit-platform-commons,1.10.1,junit-team/junit5,,,NO_TAG
org.junit.platform:junit-platform-commons,1.10.2,junit-team/junit5,,,NO_TAG
org.junit:junit-bom,5.10.1,junit-team/junit5,r5.10.1,e5f50d8720741623915979ac154b65bcbcd6a577,
org.junit:junit-bom,5.10.2,junit-team/junit5,r5.10.2,4c0dddad1b96d4a20e92a2cd583954643ac56ac0,
org.liquibase.ext:liquibase-sdk-maven-plugin,0.10.20,liquibase/liquibase-sdk-maven-plugin,v0.10.20,aa41504963485e0eb492bc2a2e5cc36b9e770640,
org.liquibase.ext:liquibase-sdk-maven-plugin,0.10.22,liquibase/liquibase-sdk-maven-plugin,v0.10.22,d4c7d9af605271440a15646774e0c1d8805fa058,
org.liquibase.ext:liquibase-sdk-maven-plugin,0.10.23,liquibase/liquibase-sdk-maven-plugin,v0.10.23,db40d53a195bff71fe17891e2c2a5fe70ae20bb2,
org.mockito:mockito-core,5.10.0,mockito/mockito,v5.10.0,7e1bae890361b94ac9e9fee04b4914df854b1b78,
org.mockito:mockito-core,5.11.0,mockito/mockito,v5.11.0,ea6ff8c9b7cacb67500cce30fa915de9f7b8ec0e,
org.mockito:mockito-core,5.4.0,mockito/mockito,v5.4.0,91f18ea1648e389bea06289d818def7978e82288,
org.mockito:mockito-core,5.5.0,mockito/mockito,v5.5.0,741fe8102eba820dcabc66f57ce9f5bb82694120,
org.mockito:mockito-core,5.6.0,mockito/mockito,v5.6.0,6f4eb023ac76f2d59020f59a5a8e8c602a094235,
org.mockito:mockito-core,5.7.0,mockito/mockito,v5.7.0,5c4e72c14959c893269aa980b527da2ebc6d9c61,
org.mockito:mockito-core,5.8.0,mockito/mockito,v5.8.0,aecf6b5399451690f42d5db1a0c50796d4c5c67e,
org.mockito:mockito-core,5.9.0,mockito/mockito,v5.9.0,e4fa6391b7ba988a4f7ea6df2cce42b8ab64c926,
org.mockito:mockito-junit-jupiter,5.10.0,mockito/mockito,v5.10.0,7e1bae890361b94ac9e9fee04b4914df854b1b78,
